              1	        4.74522	              0	              0
              2	        3.23571	              1	              1
              3	        2.62608	              1	            0.5
              4	        2.26956	              1	       0.333333
              5	        2.02804	              1	           0.25
              6	        1.85039	              1	            0.2
              7	         1.7126	              1	       0.166667
              8	        1.60167	              1	       0.142857
              9	        1.50986	              1	          0.125
             10	        1.43224	              1	       0.111111
             11	        1.36549	              1	            0.1
             12	        1.30728	              1	      0.0909091
             13	        1.25594	              1	      0.0833333
             14	        1.21021	              1	      0.0769231
             15	        1.16915	              1	      0.0714286
             16	          1.132	              1	      0.0666667
             17	        1.09818	              1	         0.0625
             18	        1.06722	              1	      0.0588235
             19	        1.03874	              1	      0.0555556
             20	        1.01243	              1	      0.0526316
             21	       0.988019	              1	           0.05
             22	       0.965295	              1	       0.047619
             23	        0.94407	              1	      0.0454545
             24	       0.924187	              1	      0.0434783
             25	         1.1036	              1	      0.0416667
             27	         1.0722	              2	           0.08
             28	       0.855614	              1	       0.037037
             29	        1.02533	              1	      0.0357143
             31	        1.15012	              2	      0.0689655
             33	       0.968973	              2	      0.0645161
             34	        0.94751	              1	       0.030303
             36	        1.06722	              2	      0.0588235
             38	        1.03874	              2	      0.0555556
             40	        1.01243	              2	      0.0526316
             42	       0.988019	              2	           0.05
             44	       0.965295	              2	       0.047619
             46	        0.94407	              2	      0.0454545
             48	        1.03063	              2	      0.0434783
             51	        1.00492	              3	         0.0625
             53	       0.981034	              2	      0.0392157
             56	        1.04798	              3	      0.0566038
             59	        1.02098	              3	      0.0535714
             62	       0.995958	              3	      0.0508475
             65	       0.972694	              3	      0.0483871
             68	       0.950988	              3	      0.0461538
             71	         1.0035	              3	      0.0441176
             75	        1.04565	              4	       0.056338
             79	        1.01882	              4	      0.0533333
             83	       0.993955	              4	      0.0506329
             87	       0.970828	              4	      0.0481928
             91	        1.00547	              4	       0.045977
             96	       0.981546	              5	      0.0549451
            100	        1.00991	              4	      0.0416667
            106	        1.03258	              6	           0.06
            111	       0.960935	              5	      0.0471698
            116	       0.984825	              5	       0.045045
            122	        1.00409	              6	      0.0517241
            128	        1.01931	              6	      0.0491803
            135	        1.03101	              7	      0.0546875
            142	        1.00527	              7	      0.0518519
            149	       0.981363	              7	      0.0492958
            156	       0.991965	              7	      0.0469799
            164	              1	              8	      0.0512821
            172	        1.00579	              8	      0.0487805
            181	        1.00963	              9	      0.0523256
            190	        1.01176	              9	      0.0497238
            200	        1.01243	             10	      0.0526316
            210	       0.988019	             10	           0.05
            220	        0.98858	             10	       0.047619
            231	        1.00969	             11	           0.05
            243	        1.00616	             12	      0.0519481
            255	        1.00196	             12	      0.0493827
            268	       0.997196	             13	      0.0509804
            281	        1.00973	             13	      0.0485075
            296	        1.00253	             15	      0.0533808
            310	       0.995155	             14	      0.0472973
            326	        1.00306	             16	      0.0516129
            342	        1.00872	             16	      0.0490798
            360	        1.01243	             18	      0.0526316
            378	        1.00132	             18	           0.05
            397	        1.00314	             19	      0.0502646
            417	        1.00359	             20	      0.0503778
            438	        1.00285	             21	      0.0503597
            460	        1.00109	             22	      0.0502283
            483	       0.998446	             23	           0.05
            507	       0.995057	             24	      0.0496894
            532	        1.00047	             25	      0.0493097
            559	        1.00402	             27	      0.0507519
            587	        1.00594	             28	      0.0500894
            617	        1.00646	             30	      0.0511073
            648	       0.998069	             31	      0.0502431
            680	         1.0044	             32	      0.0493827
            715	         1.0087	             35	      0.0514706
            751	       0.998001	             36	      0.0503497
            788	        1.00032	             37	      0.0492676
            828	        1.00722	             40	      0.0507614
            870	        1.00057	             42	      0.0507246
            913	       0.999179	             43	      0.0494253
            959	        1.00208	             46	      0.0503834
           1007	        1.00347	             48	      0.0500521
           1058	        1.00354	             51	      0.0506455
           1111	        1.00247	             53	      0.0500945
           1167	         1.0047	             56	       0.050405
           1226	        1.00143	             59	       0.050557
           1287	        1.00136	             61	      0.0497553
           1352	        1.00388	             65	      0.0505051
           1420	        1.00141	             68	      0.0502959
           1491	        1.00151	             71	           0.05
           1566	        1.00366	             75	      0.0503018
           1645	         1.0044	             79	       0.050447
           1728	         1.0039	             83	      0.0504559
           1815	        1.00234	             87	      0.0503472
           1906	        1.00249	             91	      0.0501377
           2002	         1.0015	             96	      0.0503673
           2102	         1.0019	            100	        0.04995
           2208	        1.00339	            106	      0.0504282
           2319	         1.0014	            111	      0.0502717
           2435	        1.00267	            116	      0.0500216
           2558	        1.00264	            123	      0.0505133
           2686	        1.00334	            128	      0.0500391
           2822	        1.00283	            136	      0.0506329
           2963	        1.00126	            141	      0.0499646
           3112	        1.00361	            149	      0.0502869
           3269	        1.00298	            157	      0.0504499
           3433	        1.00276	            164	      0.0501682
           3606	        1.00284	            173	      0.0503932
           3787	        1.00178	            181	      0.0501941
           3977	        1.00226	            190	      0.0501716
           4177	        1.00275	            200	      0.0502892
           4387	        1.00319	            210	      0.0502753
           4608	        1.00244	            221	      0.0503761
           4839	         1.0017	            231	      0.0501302
           5082	         1.0029	            243	       0.050217
           5338	        1.00281	            256	      0.0503739
           5606	        1.00249	            268	      0.0502061
           5888	         1.0028	            282	      0.0503032
           6184	        1.00274	            296	      0.0502717
           6495	        1.00234	            311	      0.0502911
           6821	        1.00234	            326	      0.0501925
           7164	        1.00261	            343	      0.0502859
           7524	        1.00305	            360	      0.0502513
           7903	        1.00294	            379	      0.0503721
           8300	        1.00232	            397	      0.0502341
           8717	        1.00238	            417	       0.050241
           9155	         1.0024	            438	      0.0502466
           9615	        1.00286	            460	      0.0502458
          10099	        1.00262	            484	       0.050338
          10606	        1.00224	            507	       0.050203
          11139	        1.00258	            533	      0.0502546
          11699	        1.00303	            560	      0.0502738
          12288	         1.0027	            589	      0.0503462
          12905	        1.00246	            617	      0.0502116
          13554	         1.0026	            649	      0.0502906
          14235	        1.00265	            681	      0.0502435
          14951	        1.00257	            716	      0.0502986
          15702	        1.00234	            751	      0.0502308
          16491	        1.00253	            789	      0.0502484
          17320	        1.00272	            829	      0.0502698
          18191	        1.00259	            871	      0.0502887
          19105	        1.00267	            914	      0.0502446
          20066	         1.0026	            961	       0.050301
          21074	        1.00261	           1008	      0.0502342
          22134	        1.00262	           1060	      0.0502989
          23246	        1.00258	           1112	      0.0502395
          24415	        1.00265	           1169	      0.0502882
          25642	        1.00256	           1227	       0.050256
          26931	        1.00266	           1289	      0.0502691
          28285	        1.00251	           1354	      0.0502766
          29706	         1.0026	           1421	      0.0502386
          31200	        1.00267	           1494	      0.0502929
          32768	              1	           1568	      0.0502564
