0.3947	     0	    -1	-0.1158	0.3947	0.1158
  -0.5	-0.1467	     0	0.1467	   0.5	     0
     0	   0.5	     0	     0	     0	   0.5
     0	1.3333	     0	-1.3333	     0	     0
     0	     0	     0	-1.0526	     0	1.0526
-1.0526	     0	     0	     0	-1.0526	     0
