     0	  -0.5	     0	     0	     0	-0.6485
0.0974	0.1233	 -0.25	-0.6667	0.5263	     0
  -0.5	     0	     0	     0	     0	-0.5119
0.0974	-0.1233	-0.255	0.6667	0.5263	     0
     0	   0.5	     0	     0	     0	-0.6485
-0.0974	-0.1233	 -0.25	0.6667	-0.5263	     0
   0.5	     0	     0	     0	     0	-0.5119
-0.0974	0.1233	 -0.25	-0.6667	-0.5263	     0
